filename,yaml_name,model,tools,size_bytes,description
observability/metrics-monitoring-architect.md,metrics-monitoring-architect,opus,"Read, Write, Edit, Bash, Grep, Glob",5115,"Expert in Prometheus, Grafana, metrics architecture, SLO design, and alerting strategies. Designs co"
operations/chief-of-staff.md,chief-of-staff,opus,"Read, Write, Edit, Grep, Glob",6934,Cross-functional orchestrator for complex initiatives spanning multiple
operations/cost-optimization-specialist.md,cost-optimization-specialist,sonnet,"Read, Write, Edit, Bash, Grep, Glob",16224,"Expert in cloud cost analysis, FinOps practices, and resource efficiency. Specializes in AWS/GCP/Azu"
operations/finance-ops.md,finance-ops,sonnet,"Read, Write, Edit, Grep, Glob, WebSearch",7741,"Expert finance ops specialist for budgeting, forecasting, financial planning,"
operations/hr-people-ops.md,hr-people-ops,sonnet,"Read, Write, Edit, Grep, Glob, WebSearch",8165,"Expert HR/People Ops specialist for hiring, onboarding, culture, policies,"
operations/incident-response-engineer.md,incident-response-engineer,sonnet,"Read, Write, Edit, Bash, Grep, Glob",7997,"SRE and incident response specialist for debugging production issues,"
operations/legal-advisor.md,legal-advisor,haiku,"Read, Write, Edit, Grep, Glob, WebSearch",8643,"Expert legal advisor for contracts, compliance, risk assessment, and"
operations/operations-manager.md,operations-manager,haiku,"Read, Write, Edit, Grep, Glob, WebSearch",9071,"Expert operations manager for process optimization, workflows, resource"
optimization/token-economy-orchestrator.md,token-economy-orchestrator,opus,"Read, Write, Grep, Glob, Task",11524,"Unified orchestrator for token optimization including compression, caching,"
orchestrators/api-evolution-orchestrator.md,api-evolution-orchestrator,opus,"Task, Read, Write, Edit, Bash, Grep, Glob",2977,"Compound orchestrator for API versioning, deprecation, and evolution. Coordinates 4 agents for safe "
orchestrators/feature-delivery-orchestrator.md,feature-delivery-orchestrator,opus,"Task, Read, Write, Edit, Bash, Grep, Glob",3461,Compound orchestrator for end-to-end feature development. Coordinates 8 agents from design through d
orchestrators/incident-postmortem-conductor.md,incident-postmortem-conductor,opus,"Task, Read, Write, Edit, Bash, Grep, Glob",2891,Compound orchestrator for incident analysis and postmortem documentation. Coordinates 5 agents to an
orchestrators/ml-pipeline-orchestrator.md,ml-pipeline-orchestrator,opus,"Task, Read, Write, Edit, Bash, Grep, Glob",3685,Compound orchestrator for end-to-end ML workflows. Coordinates 5 agents from data preparation throug
orchestrators/performance-optimization-orchestrator.md,performance-optimization-orchestrator,opus,"Task, Read, Write, Edit, Bash, Grep, Glob",3742,"Compound orchestrator for comprehensive performance optimization. Coordinates 5 agents to analyze, o"
orchestrators/production-readiness-orchestrator.md,production-readiness-orchestrator,opus,"Task, Read, Write, Edit, Bash, Grep, Glob",3766,Compound orchestrator that coordinates 12+ agents for comprehensive pre-release validation. Ensures 
orchestrators/security-hardening-orchestrator.md,security-hardening-orchestrator,opus,"Task, Read, Write, Edit, Bash, Grep, Glob",3385,"Compound orchestrator for comprehensive security hardening. Coordinates 4 agents to audit, fix, and "
orchestrators/technical-debt-coordinator.md,technical-debt-coordinator,opus,"Task, Read, Write, Edit, Bash, Grep, Glob",3476,"Compound orchestrator for systematic technical debt reduction. Coordinates 4 agents to identify, pri"
orchestrators/test-coverage-orchestrator.md,test-coverage-orchestrator,opus,"Task, Read, Write, Edit, Bash, Grep, Glob",3058,Compound orchestrator for systematic test coverage expansion. Coordinates 4 agents to identify gaps 
performance-auditor.md,performance-auditor,sonnet,"Read, Grep, Glob, Bash",5257,>
performance-profiler.md,performance-profiler,sonnet,"Read, Grep, Glob, Bash",1811,>
predictive-cache/cache-orchestrator.md,cache-orchestrator,opus,"Task, Read, Write, Grep, Glob",7238,Haiku orchestrator managing predictive caching across the ecosystem for 90%+ cache hit rates.
predictive-cache/result-predictor.md,result-predictor,sonnet,"Task, Read, Grep, Glob",2556,Haiku agent that predicts likely query results and pre-computes them before user asks.
predictive-cache/session-prewarmer.md,session-prewarmer,haiku,"Read, Grep, Glob",3612,Haiku worker that pre-warms caches at session start based on project context and user patterns.
product/experiment-analyzer.md,experiment-analyzer,haiku,"Read, Write, Bash, Grep, Glob, WebSearch",30434,"Expert in statistical analysis of A/B tests, significance testing, confidence"
product/experiment-designer.md,experiment-designer,opus,"Read, Write, Grep, Glob, WebSearch",22313,"Expert in A/B test design, power analysis, sample size calculation, and"
product/product-analyst.md,Product Analyst,sonnet,"Read, Grep, Glob, WebSearch",25253,"Expert product analyst for cohort analysis, retention studies, funnel"
product/product-manager.md,product-manager,haiku,"Read, Grep, Glob, WebSearch",6915,"Expert product manager for product strategy, roadmaps, feature requirements,"
product/technical-product-owner.md,technical-product-owner,sonnet,"Read, Grep, Glob",6350,"Expert technical product owner for backlog management, sprint planning,"
project_management/agile-project-manager.md,agile-project-manager,haiku,"Read, Grep, Glob",8509,"Expert agile project manager for sprint planning, delivery management,"
project_management/scrum-master.md,scrum-master,haiku,"Read, Grep, Glob",8952,"Expert Scrum Master for agile ceremonies, team health, blocker removal,"
project_management/technical-program-manager.md,technical-program-manager,haiku,"Read, Grep, Glob",10208,"Expert TPM for cross-team coordination, technical program planning, and"
quantum-parallel/entanglement-manager.md,entanglement-manager,sonnet,"Task, Read, Write, Grep, Glob",3554,Sonnet agent that manages entangled agent pairs for instant state synchronization.
quantum-parallel/quantum-orchestrator.md,quantum-orchestrator,opus,"Task, Read, Write, Grep, Glob",6507,Sonnet orchestrator implementing quantum-inspired parallelism for 1.5x speedup through superposition
quantum-parallel/superposition-executor.md,superposition-executor,haiku,"Read, Grep, Glob",4568,Haiku worker that executes multiple solution paths simultaneously in superposition.
refactoring-agent.md,refactoring-agent,sonnet,"Read, Edit, Grep, Glob, Bash",1774,>
routing/agent-matcher.md,agent-matcher,sonnet,"Task, Read, Grep, Glob",4618,"Sonnet-tier agent that matches tasks to optimal agents based on complexity, domain, and agent capabi"
routing/domain-classifier.md,domain-classifier,haiku,"Read, Grep, Glob",4115,Haiku worker that classifies tasks by domain to enable accurate agent routing.
routing/predictive-task-router.md,predictive-task-router,sonnet,"Task, Read, Write, Grep, Glob",7221,Opus-tier orchestrator that pre-analyzes tasks and routes them to optimal agents BEFORE execution be
routing/task-complexity-analyzer.md,task-complexity-analyzer,haiku,"Read, Grep, Glob",2964,"Haiku worker that rapidly analyzes incoming tasks to determine complexity, scope, and resource requi"
security-scanner.md,security-scanner,sonnet,"Read, Grep, Glob, Bash",1689,>
self-healing/auto-recovery-agent.md,auto-recovery-agent,sonnet,"Task, Read, Write, Edit, Bash, Grep, Glob",3932,"Sonnet-tier agent that executes automatic recovery actions based on diagnosis. Can fix code, retry o"
self-healing/error-detector.md,error-detector,haiku,"Read, Grep, Glob",2382,"Lightweight Haiku worker that monitors agent execution for errors, failures, and anomalies. First li"
self-healing/error-diagnostician.md,error-diagnostician,opus,"Task, Read, Grep, Glob",3035,"Sonnet-tier agent that performs deep analysis of detected errors, identifying root causes and determ"
self-healing/escalation-manager.md,escalation-manager,sonnet,"Task, Read, Grep, Glob",3775,"Sonnet-tier agent that manages error escalation, determining when to involve humans and how to prese"
self-healing/self-healing-orchestrator.md,self-healing-orchestrator,opus,"Task, Read, Write, Edit, Bash, Grep, Glob",6001,"Meta-orchestrator that coordinates the entire self-healing pipeline, from error detection through re"
semantic-cache/cache-result-adapter.md,cache-result-adapter,haiku,"Read, Grep, Glob",1262,Haiku worker that adapts cached results to match exact query requirements.
semantic-cache/semantic-hash-generator.md,semantic-hash-generator,sonnet,"Read, Grep, Glob",1159,Haiku worker that generates semantic hashes for cache keys. Creates similarity-aware
semantic-cache/similarity-cache-manager.md,similarity-cache-manager,sonnet,"Task, Read, Write, Grep, Glob",1401,"Sonnet agent that manages the semantic similarity cache. Handles cache lookups, storage, and similar"
speculative/speculative-orchestrator.md,speculative-orchestrator,opus,"Task, Read, Write, Bash, Grep, Glob",7592,Opus-tier meta-orchestrator that coordinates speculative pre-execution across the ecosystem for near
swarm-intelligence/collective-memory.md,collective-memory,haiku,"Task, Read, Write, Grep, Glob",6089,"Haiku-tier agent that maintains shared knowledge across the swarm, enabling agents to learn from eac"
swarm-intelligence/emergent-behavior-monitor.md,emergent-behavior-monitor,sonnet,"Task, Read, Write, Grep, Glob",4535,"Sonnet-tier agent that monitors swarm behavior, identifies emergent patterns, and optimizes swarm dy"
swarm-intelligence/stigmergic-coordinator.md,stigmergic-coordinator,sonnet,"Read, Write, Grep, Glob",4054,"Haiku worker that implements stigmergic coordination - agents leave signals for others, enabling eme"
test-generator.md,test-generator,sonnet,"Read, Edit, Grep, Glob, Bash",1714,>
testing/assertion-quality-checker.md,assertion-quality-checker,sonnet,"Read, Grep, Glob",5422,Lightweight Haiku worker for finding weak or overly broad assertions.
testing/automation-tester.md,automation-tester,opus,"Read, Write, Edit, Bash, Grep, Glob",15988,"Expert automation tester for test frameworks, CI/CD integration, and"
testing/flaky-test-detector.md,flaky-test-detector,sonnet,"Read, Grep, Glob",5074,Lightweight Haiku worker for finding test patterns likely to be flaky.
testing/mock-signature-validator.md,mock-signature-validator,sonnet,"Read, Grep, Glob",4426,Lightweight Haiku worker for checking that mocks match actual function
testing/performance-tester.md,performance-tester,opus,"Read, Write, Edit, Bash, Grep, Glob",11726,"Expert performance tester for load testing, benchmarking, performance"
testing/qa-engineer.md,qa-engineer,opus,"Read, Write, Edit, Bash, Grep, Glob",11022,"Expert QA engineer for test planning, manual testing, bug reporting,"
testing/quality-assurance-architect.md,quality-assurance-architect,opus,"Read, Write, Edit, Bash, Grep, Glob",18265,"Expert in test strategy design, quality metrics, and QA architecture. Specializes in test pyramid de"
ticketing/axs-platform-specialist.md,axs-platform-specialist,haiku,"Read, Write, Edit, Grep, Glob, WebSearch",14047,"Expert in AEG's AXS ticketing platform including Flash Seats, AXS Mobile ID, premium pricing, venue "
ticketing/presale-specialist.md,presale-specialist,opus,"Read, Write, Edit, Grep, Glob, WebSearch",14830,"Expert in presale strategy, offer management, code distribution, fan club operations, and presale op"
ticketing/pricing-strategy-specialist.md,pricing-strategy-specialist,opus,"Read, Write, Edit, Grep, Glob, WebSearch",13330,"Expert in demand-based and dynamic pricing for live events including price optimization, yield manag"
ticketing/secondary-market-specialist.md,secondary-market-specialist,haiku,"Read, Write, Edit, Grep, Glob, WebSearch",14274,"Expert in secondary ticket markets including StubHub, SeatGeek, Vivid Seats, and official resale pla"
ticketing/ticketing-operations-specialist.md,ticketing-operations-specialist,haiku,"Read, Write, Edit, Grep, Glob, WebSearch",12135,"Expert in live event ticketing operations, venue manifests, scaling, cross-sections, holds managemen"
ticketing/ticketmaster-specialist.md,ticketmaster-specialist,haiku,"Read, Write, Edit, Grep, Glob, WebSearch",12197,"Expert in Ticketmaster and Live Nation ticketing platforms including TM Host, Archtics, Universe, Pr"
ticketing/vip-packages-specialist.md,vip-packages-specialist,opus,"Read, Write, Edit, Grep, Glob, WebSearch",13943,"Expert in creating, pricing, and managing VIP experiences and premium packages for concerts, tours, "
token-optimizer.md,token-optimizer,haiku,"Read, Grep, Glob, Bash",6116,>
workers/ai-ml-validation/agent-prompt-auditor.md,agent-prompt-auditor,opus,"Read, Grep, Glob",1487,Lightweight Haiku worker for auditing agent prompt quality. Checks for
workers/ai-ml-validation/context-window-analyzer.md,context-window-analyzer,haiku,"Read, Grep, Glob",1558,Lightweight Haiku worker for analyzing context window usage and optimization
workers/ai-ml-validation/fine-tuning-config-validator.md,fine-tuning-config-validator,sonnet,"Read, Grep, Glob",1626,Lightweight Haiku worker for validating ML fine-tuning configurations.
workers/ai-ml-validation/hallucination-pattern-detector.md,hallucination-pattern-detector,haiku,"Read, Grep, Glob",1667,Lightweight Haiku worker for detecting potential hallucination patterns
workers/ai-ml-validation/model-cost-estimator.md,model-cost-estimator,haiku,"Read, Grep, Glob",1425,Lightweight Haiku worker for estimating LLM API costs. Calculates token
workers/ai-ml-validation/vector-store-schema-checker.md,vector-store-schema-checker,haiku,"Read, Grep, Glob",1451,Lightweight Haiku worker for validating vector store schemas and configurations.
workers/ai-ml/embedding-dimension-checker.md,embedding-dimension-checker,sonnet,"Read, Grep, Glob",1314,"Lightweight Haiku worker for verifying embedding configurations. Checks dimensions, model compatibil"
workers/ai-ml/llm-output-validator.md,llm-output-validator,sonnet,"Read, Grep, Glob",1313,"Lightweight Haiku worker for validating LLM response quality. Checks format compliance, hallucinatio"
workers/ai-ml/model-config-validator.md,model-config-validator,sonnet,"Read, Grep, Glob",1313,"Lightweight Haiku worker for checking ML model inference parameters. Validates temperature, max_toke"
workers/ai-ml/prompt-template-validator.md,prompt-template-validator,sonnet,"Read, Grep, Glob",1420,"Lightweight Haiku worker for validating LLM prompt templates. Checks structure, variable placeholder"
workers/ai-ml/token-usage-analyzer.md,token-usage-analyzer,haiku,"Read, Grep, Glob",1260,Lightweight Haiku worker for analyzing LLM token usage and costs. Identifies optimization opportunit
workers/ai-ml/training-data-validator.md,training-data-validator,sonnet,"Read, Grep, Glob",1304,"Lightweight Haiku worker for validating ML training dataset format and quality. Checks schema, compl"
workers/api-contract-validator.md,api-contract-validator,sonnet,"Read, Grep, Glob",3146,Lightweight Haiku worker for validating API implementations match their OpenAPI/GraphQL schemas. Rep
workers/api/graphql-schema-checker.md,graphql-schema-checker,sonnet,"Read, Grep, Glob",1220,"Lightweight Haiku worker for validating GraphQL schemas. Checks type definitions, resolver patterns,"
workers/api/grpc-proto-validator.md,grpc-proto-validator,sonnet,"Read, Grep, Glob",1209,"Lightweight Haiku worker for validating Protocol Buffer definitions. Checks message types, service d"
workers/api/openapi-spec-validator.md,openapi-spec-validator,opus,"Read, Grep, Glob",1233,"Lightweight Haiku worker for validating OpenAPI/Swagger specifications. Checks schema validity, endp"
workers/api/trpc-router-validator.md,trpc-router-validator,sonnet,"Read, Grep, Glob",1212,"Lightweight Haiku worker for validating tRPC router definitions. Checks procedure types, input valid"
workers/bundle-chunk-analyzer.md,bundle-chunk-analyzer,haiku,"Read, Grep, Glob",4279,"Lightweight Haiku worker for analyzing individual bundle chunks. Reports chunk sizes, dependencies, "
workers/cache-invalidation-checker.md,cache-invalidation-checker,haiku,"Read, Grep, Glob",4533,"Lightweight Haiku worker for detecting cache invalidation issues. Identifies stale cache scenarios, "
workers/chaos/chaos-scenario-validator.md,chaos-scenario-validator,sonnet,"Read, Grep, Glob",1973,"Validates chaos experiment definitions for safety, scope, and proper"
workers/chaos/failure-mode-simulator.md,failure-mode-simulator,haiku,"Read, Grep, Glob",2170,"Analyzes code for failure mode handling, identifying missing error paths,"
workers/cloud/autoscaling-config-validator.md,autoscaling-config-validator,sonnet,"Read, Grep, Glob",1595,Lightweight Haiku worker for validating autoscaling configurations. Checks
workers/cloud/cloud-cost-anomaly-detector.md,cloud-cost-anomaly-detector,haiku,"Read, Grep, Glob",1444,Lightweight Haiku worker for detecting cloud cost anomalies. Identifies
workers/cloud/iam-policy-validator.md,iam-policy-validator,opus,"Read, Grep, Glob",1511,Lightweight Haiku worker for validating IAM policies. Checks for overly
workers/cloud/service-mesh-config-checker.md,service-mesh-config-checker,haiku,"Read, Grep, Glob",1527,Lightweight Haiku worker for validating service mesh configurations.
workers/data/data-type-checker.md,data-type-checker,sonnet,"Read, Grep, Glob",1262,Lightweight Haiku worker for validating database column types and constraints. Checks type consisten
workers/data/dexie-migration-checker.md,dexie-migration-checker,haiku,"Read, Grep, Glob",5666,Lightweight Haiku worker for validating Dexie version migration safety.
workers/data/foreign-key-checker.md,foreign-key-checker,sonnet,"Read, Grep, Glob",1266,Lightweight Haiku worker for validating database foreign key relationships. Checks referential integ
workers/data/index-usage-analyzer.md,index-usage-analyzer,haiku,"Read, Grep, Glob",1254,Lightweight Haiku worker for analyzing database index effectiveness. Identifies unused and missing i
workers/data/indexeddb-schema-validator.md,indexeddb-schema-validator,sonnet,"Read, Grep, Glob",3890,Lightweight Haiku worker for validating IndexedDB/Dexie schema definitions.
workers/data/null-safety-analyzer.md,null-safety-analyzer,haiku,"Read, Grep, Glob",1249,Lightweight Haiku worker for analyzing database nullability patterns. Identifies nullable columns th
workers/data/query-plan-validator.md,query-plan-validator,opus,"Read, Grep, Glob",1357,Lightweight Haiku worker for validating SQL query execution plans. Identifies sequential scans and o
workers/data/schema-diff-validator.md,schema-diff-validator,sonnet,"Read, Grep, Glob",1260,Lightweight Haiku worker for validating database schema changes. Detects breaking changes and migrat
workers/dependency-conflict-detector.md,dependency-conflict-detector,haiku,"Read, Grep, Glob",3882,"Lightweight Haiku worker for detecting dependency conflicts, version mismatches, and peer dependency"
workers/dx/cli-usability-validator.md,cli-usability-validator,sonnet,"Read, Grep, Glob",1966,"Validates CLI tool usability including help text, argument handling,"
workers/dx/debug-experience-auditor.md,debug-experience-auditor,opus,"Read, Grep, Glob",2036,"Evaluates debugging capabilities including source maps, logging, dev"
workers/dx/error-message-clarity-checker.md,error-message-clarity-checker,sonnet,"Read, Grep, Glob",2054,"Ensures error messages are clear, actionable, and help developers quickly"
workers/dx/eslint-rule-consistency-checker.md,eslint-rule-consistency-checker,haiku,"Read, Grep, Glob",1773,Lightweight Haiku worker for checking ESLint rule consistency. Identifies
workers/dx/onboarding-complexity-analyzer.md,onboarding-complexity-analyzer,haiku,"Read, Grep, Glob",2430,"Measures developer onboarding friction including setup steps, documentation"
workers/dx/package-json-script-validator.md,package-json-script-validator,sonnet,"Read, Grep, Glob",1713,Lightweight Haiku worker for validating package.json scripts. Checks
workers/dx/typescript-strictness-auditor.md,typescript-strictness-auditor,opus,"Read, Grep, Glob",1622,Lightweight Haiku worker for auditing TypeScript strictness settings.
workers/e2e-test-gap-finder.md,e2e-test-gap-finder,haiku,"Read, Grep, Glob",3600,Lightweight Haiku worker for finding missing E2E test coverage. Identifies critical user flows witho
workers/event-loop-blocker-finder.md,event-loop-blocker-finder,haiku,"Read, Grep, Glob",5406,Lightweight Haiku worker for finding Node.js event loop blocking patterns. Identifies synchronous op
workers/feature-flags/flag-cleanup-detector.md,flag-cleanup-detector,haiku,"Read, Grep, Glob",1951,"Identifies stale feature flags that are ready for removal, reducing code"
workers/feature-flags/flag-coverage-checker.md,flag-coverage-checker,opus,"Read, Grep, Glob",1925,Ensures feature flags have test coverage for both enabled and disabled
workers/infra/ci-pipeline-validator.md,ci-pipeline-validator,sonnet,"Read, Grep, Glob",1044,"Lightweight Haiku worker for validating CI/CD pipeline configurations. Checks GitHub Actions, GitLab"
workers/infra/dockerfile-best-practices.md,dockerfile-best-practices,haiku,"Read, Grep, Glob",1081,"Lightweight Haiku worker for validating Dockerfile best practices. Checks layer optimization, securi"
workers/infra/helm-chart-validator.md,helm-chart-validator,sonnet,"Read, Grep, Glob",975,"Lightweight Haiku worker for validating Helm chart templates. Checks values, templates, and Chart.ya"
workers/infra/k8s-manifest-validator.md,k8s-manifest-validator,opus,"Read, Grep, Glob",1067,"Lightweight Haiku worker for validating Kubernetes manifests. Checks resource limits, security conte"
workers/infra/secrets-exposure-scanner.md,secrets-exposure-scanner,haiku,"Read, Grep, Glob",1043,"Lightweight Haiku worker for detecting exposed secrets and credentials. Scans code, configs, and env"
workers/infra/terraform-plan-analyzer.md,terraform-plan-analyzer,haiku,"Read, Grep, Glob",1062,Lightweight Haiku worker for analyzing Terraform plan output. Identifies risky changes and resource 
workers/js/closure-leak-detector.md,closure-leak-detector,haiku,"Read, Grep, Glob",4639,Lightweight Haiku worker for detecting closures that retain large references and cause memory leaks.
workers/js/event-listener-auditor.md,event-listener-auditor,opus,"Read, Grep, Glob",5232,"Lightweight Haiku worker for finding event listeners that may leak (missing removeEventListener, ano"
workers/js/promise-chain-analyzer.md,promise-chain-analyzer,haiku,"Read, Grep, Glob",3175,"Lightweight Haiku worker for analyzing promise chains for unhandled rejections, missing catches, flo"
workers/migration-risk-scorer.md,migration-risk-scorer,haiku,"Read, Grep, Glob",4561,Lightweight Haiku worker for scoring database migration risks. Analyzes migration files for data los
workers/npm/lockfile-drift-detector.md,lockfile-drift-detector,haiku,"Read, Grep, Glob",4365,Lightweight Haiku worker for detecting drift between package.json and lockfile. Use in swarm pattern
workers/npm/package-outdated-checker.md,package-outdated-checker,sonnet,"Read, Bash, Grep, Glob",3430,Lightweight Haiku worker for checking outdated packages and semver violations. Use in swarm patterns
workers/npm/peer-dependency-validator.md,peer-dependency-validator,sonnet,"Read, Bash, Grep, Glob",4146,Lightweight Haiku worker for validating peer dependency requirements and conflicts. Use in swarm pat
workers/observability/alert-coverage-finder.md,alert-coverage-finder,haiku,"Read, Grep, Glob",2200,"Identifies gaps in alerting coverage for RED/USE metrics, SLO violations,"
workers/observability/log-format-validator.md,log-format-validator,sonnet,"Read, Grep, Glob",1977,"Validates structured logging consistency, required fields, log levels,"
workers/observability/metric-schema-checker.md,metric-schema-checker,opus,"Read, Grep, Glob",1934,"Validates metric naming conventions, label cardinality, and metric types"
workers/observability/otel-span-validator.md,otel-span-validator,opus,"Read, Grep, Glob",1881,"Validates OpenTelemetry span configurations, trace context propagation,"
workers/perf-extended/cdn-cache-header-validator.md,cdn-cache-header-validator,sonnet,"Read, Grep, Glob",1618,"Lightweight Haiku worker for validating CDN cache headers. Checks Cache-Control,"
workers/perf-extended/database-connection-pool-analyzer.md,database-connection-pool-analyzer,haiku,"Read, Grep, Glob",1711,Lightweight Haiku worker for analyzing database connection pool configurations.
workers/perf-extended/react-hydration-checker.md,react-hydration-checker,haiku,"Read, Grep, Glob",1601,Lightweight Haiku worker for detecting React hydration issues. Identifies
workers/perf-extended/ssr-config-validator.md,ssr-config-validator,sonnet,"Read, Grep, Glob",1598,Lightweight Haiku worker for validating SSR/ISR configurations. Checks
workers/perf/bundle-treemap-analyzer.md,bundle-treemap-analyzer,haiku,"Read, Grep, Glob",1334,Lightweight Haiku worker for analyzing bundle visualization data. Parses webpack-bundle-analyzer or 
workers/perf/cpu-profile-analyzer.md,cpu-profile-analyzer,haiku,"Read, Grep, Glob",1407,"Lightweight Haiku worker for analyzing CPU profiling data. Identifies hot paths, long tasks, and opt"
workers/perf/lighthouse-score-parser.md,lighthouse-score-parser,haiku,"Read, Grep, Glob",1242,"Lightweight Haiku worker for parsing Lighthouse audit results. Extracts Core Web Vitals, performance"
workers/perf/memory-snapshot-parser.md,memory-snapshot-parser,haiku,"Read, Grep, Glob",1341,"Lightweight Haiku worker for parsing Chrome DevTools heap snapshots. Identifies memory leaks, retain"
workers/performance-regression-detector.md,performance-regression-detector,sonnet,"Read, Grep, Glob",3596,"Lightweight Haiku worker for detecting performance regressions in code changes. Compares benchmarks,"
workers/security/auth-flow-validator.md,auth-flow-validator,opus,"Read, Grep, Glob",1343,"Lightweight Haiku worker for validating authentication flow patterns. Checks session management, tok"
workers/security/cve-dependency-scanner.md,cve-dependency-scanner,haiku,"Read, Grep, Glob",1330,"Lightweight Haiku worker for scanning dependencies for known CVEs. Parses npm audit, Snyk, or Depend"
workers/security/input-sanitization-checker.md,input-sanitization-checker,haiku,"Read, Grep, Glob",1368,"Lightweight Haiku worker for checking input sanitization and validation. Identifies XSS, injection, "
workers/security/sast-rule-checker.md,sast-rule-checker,opus,"Read, Grep, Glob",1293,Lightweight Haiku worker for static application security testing. Checks code patterns for security 
workers/testing-extended/coverage-regression-detector.md,coverage-regression-detector,sonnet,"Read, Grep, Glob",1683,Lightweight Haiku worker for detecting test coverage regressions. Compares
workers/testing-extended/snapshot-drift-detector.md,snapshot-drift-detector,sonnet,"Read, Grep, Glob",1673,Lightweight Haiku worker for detecting snapshot test drift. Identifies
workers/testing-extended/test-isolation-checker.md,test-isolation-checker,sonnet,"Read, Grep, Glob",1742,Lightweight Haiku worker for checking test isolation. Identifies shared
zero-shot/cross-domain-transferer.md,cross-domain-transferer,sonnet,"Task, Read, Write, Grep, Glob",5337,Sonnet agent that applies knowledge from one domain to solve problems in another domain.
zero-shot/knowledge-distiller.md,knowledge-distiller,haiku,"Read, Grep, Glob",6186,Haiku worker that extracts transferable knowledge patterns from agent expertise.
zero-shot/transfer-orchestrator.md,transfer-orchestrator,opus,"Task, Read, Write, Grep, Glob",5972,Sonnet orchestrator enabling zero-shot expertise transfer across all domains for 1.3x speedup.
